New_name	Bin	ID	Sample	Subject	SNP_new	SNP_y_n	Abundance_v3	Growth_rate	Growth_rate2	GC	N50	Size	N_size	Bin_depth	Ndepth	Log2_depth	Culture_or_Unculture	New_species	Final_tax	Turst_tax	SpecI_id1	SpecI_id2	SpecI_tax	Pretein_get_annontation	Pretein_get_annontation_full_length	Protein_genus	Proteinsame_genus_num	Pretein_species	pretein_same_species_num	Protein_average_id	top_tax_name	nt_top_ant_length_percent	contig_num	ant_contig_num	all_tax_num	GTDBTK_ant	GTDBTK_ant_ani	protein_num	get_ko_num	ko_num	get_cazy_num	cazy_num	Domain	Phylum	Class	Order	Family	Genus	Species	lineage_final_tax
F1900372.52	F1900372.89	HC372.M052	F1900372	F1900372	0.832167495	Y	Low	2.45	Fast	0.31	19887	2453354	2497281.176	16.67418218	0.900875607	-0.150600183	Y	N	k_Bacteria;p_Firmicutes;c_Negativicutes;o_Selenomonadales;f_Selenomonadaceae;g_Megamonas;s_Megamonas hypermegale	NA	UNASSINGED	-	-	2457	2348	2118	Megamonas	Megamonas rupellensis 	886	94.46	k_Bacteria;p_Firmicutes;c_Negativicutes;o_Selenomonadales;f_Selenomonadaceae;g_Megamonas;s_Megamonas hypermegale	0.789830575	193	156	2			2543	1572	1237			d_Bacteria	p_Firmicutes	c_Negativicutes	o_Selenomonadales	f_Selenomonadaceae	g_Megamonas	s_Megamonas hypermegale	
F1900143.8	F1900143.8	ES143.M008	F1900143	F1900143	0.804490017	Y	Low	1.14	Low	0.457	302803	2902849	2954734.131	33.61958045	8.893891997	3.152814885	Y	N	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B glycyrrhizinilyticum	NA	FOUND	1612	unnamed Lachnospiraceae bacterium 1_4_56FAA	2644	2623	2578	Lachnospiraceae	Lachnospiraceae bacterium AM40-2BH 	1338	99.06	Unclassified	0	21	0	0			2624	1595	1187			d_Bacteria	p_Firmicutes	c_Clostridia	o_Lachnospirales	f_Lachnospiraceae	g_Ruminococcus	s_Ruminococcus glycyrrhizinilyticum	
F1900372.51	F1900372.18	HC372.M051	F1900372	F1900372	0.778053093	Y	Low	1.54	Medium	0.48	315984	3906508	4079051.895	20.35067268	1.099509674	0.136860298	Y	N	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium callanderi	NA	FOUND	1582	Eubacterium limosum	3709	3660	3584	Eubacterium	Eubacterium callanderi 	2022	98.1	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium callanderi	0.950827696	42	24	5			3682	1919	1283			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Eubacteriaceae	g_Eubacterium	s_Eubacterium callanderi	
F1900372.6	F1900372.3	HC372.M006	F1900372	F1900372	0.765206772	Y	Low	1.2	Low	0.46	98932	4651010	4678613.822	23.14187378	1.250313171	0.322289498	Y	N	Hungatella hathewayi	NA	UNASSINGED	1613	unnamed Clostridium sp. D5	4089	4031	3926	Hungatella	Hungatella hathewayi 	3652	99.67	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_[Ruminococcus] torques	0.000591054	71	2	2			4050	2365	1429			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Hungatella	s_Hungatella hathewayi	
YB16_bin.192	YB16_bin.192	YB16.M030	YB16	Y16	0.715593203	Y	Low	1.39	Medium	0.432	80251	4229117	4328012.076	19.82167384	8.978502444	3.166474833	Y	N	Odoribacter splanchnicus	s	FOUND	98.63792925	Odoribacter splanchnicus	3527	3348	3125	Odoribacter	Odoribacter sp. 43_10 	1260	98.6	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Odoribacter;s_Odoribacter splanchnicus	0.975527043	73	66	3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	99.31	3596	1624	1176	91	45	d_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Odoribacteraceae	g_Odoribacter	s_Odoribacter splanchnicus	d_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Odoribacter;s_Odoribacter splanchnicus
F1900372.8	F1900372.69	HC372.M008	F1900372	F1900372	0.678425048	Y	Low	1.34	Medium	0.408	301592	2028872	2022279.369	28.83834901	1.558083323	0.639772388	Y	N	Ruminococcus bromii	NA	FOUND	1569	Ruminococcus bromii	1896	1869	1829	Ruminococcus	Ruminococcus bromii 	549	99.04	Unclassified	0	13	0	0			1885	1017	869			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_Ruminococcus	s_Ruminococcus bromii	
YB16_bin.62	YB16_bin.62	YB16.M031	YB16	Y16	0.593055992	Y	Low	1.35	Medium	0.436	185792	2992567	3097799.24	19.47757945	8.822640114	3.141210437	Y	N	Barnesiella intestinihominis YIT 11860 	s	UNASSINGED	-	-	2323	2243	954	Barnesiella	Barnesiella intestinihominis YIT 11860 	940	97.8	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Barnesiellaceae;g_Barnesiella;s_Barnesiella viscericola	0.006862336	21	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	98.29	2388	1190	961	148	69	d_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Barnesiellaceae	g_Barnesiella	s_Barnesiella intestinihominis YIT 11860	d_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Barnesiellaceae;g_Barnesiella;s_Barnesiella intestinihominis YIT 11860
F1900186.3	F1900186.3	ES186.M003	F1900186	F1900186	0.585068704	Y	Low	1.5	Medium	0.6	127080	2263860	2245759.181	37.30270437	6.836500705	2.773258064	Y	N	Collinsella aerofaciens	NA	FOUND	814	Collinsella aerofaciens	1929	1771	1695	Collinsella	Collinsella sp. TF10-11AT 	482	96.24	k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Coriobacteriales;f_Coriobacteriaceae;g_Collinsella;s_Collinsella aerofaciens	0.977654979	27	25	1			1935	1146	938			d_Bacteria	p_Actinobacteria	c_Coriobacteriia	o_Coriobacteriales	f_Coriobacteriaceae	g_Collinsella	s_Collinsella aerofaciens	
YA16_bin.67	YA16_bin.67	YA16.M014	YA16	Y16	0.554208751	Y	Low	2.25	Fast	0.447	41909	3759561	4536204.587	14.85292247	2.609415576	1.383726726	Y	N	Parabacteroides distasonis	s	FOUND	99.4025597	Parabacteroides distasonis	3310	2886	1392	Parabacteroides	Parabacteroides distasonis 	905	99.7	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis	0.69360545	142	134	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	98.37	3350	1616	1117	176	72	d_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Tannerellaceae	g_Parabacteroides	s_Parabacteroides distasonis	d_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis
F1900372.7	F1900372.93	HC372.M007	F1900372	F1900372	0.491982486	Y	Low	1.6	Medium	0.44	85519	3511379	3431359.692	48.50502258	2.620637773	1.389917957	Y	N	Blautia sp.	NA	UNASSINGED	1617	Blautia hansenii	3269	3180	2927	Blautia	Blautia sp. N6H1-15 	1554	85.78	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. N6H1-15	0.697720468	116	39	9			3237	1892	1250			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Blautia	s_	
F1900372.41	F1900372.47	HC372.M041	F1900372	F1900372	0.465913801	Y	Low	1.54	Medium	0.602	261907	2219529	2272012.488	79.76309324	4.309454236	2.107505173	Y	N	Bifidobacteriaceae	NA	FOUND	970	Bifidobacterium longum	1857	1845	1810	Bifidobacterium	Bifidobacterium longum 	700	99.71	k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium longum	0.968610007	23	23	4			1843	1151	906			d_Bacteria	p_Actinobacteria	c_Actinobacteria	o_Bifidobacteriales	f_Bifidobacteriaceae	g_	s_	
YA37_bin.117	YA37_bin.117	YA37.M030	YA37	Y37	0.455521738	Y	Low	1.65	Medium	0.597	194729	4340194	4340194	21.12491262	9.017788947	3.172773745	Y	N	Bilophila wadsworthia	s	FOUND	99.70800283	Bilophila wadsworthia	3652	3539	3273	Bilophila	Bilophila wadsworthia 3_1_6 	2704	95.94	Unclassified	0	28	0	0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	98.95	3802	1977	1446	58	27	d_Bacteria	p_Proteobacteria	c_Deltaproteobacteria	o_Desulfovibrionales	f_Desulfovibrionaceae	g_Bilophila	s_Bilophila wadsworthia	d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Bilophila;s_Bilophila wadsworthia
F1900186.10	F1900186.10	ES186.M010	F1900186	F1900186	0.415089572	Y	Low	1.04	Low	0.472	391268	4134359	4163922.852	33.71285124	6.178585043	2.627276485	Y	N	Eubacterium limosum	NA	FOUND	1582	Eubacterium limosum	3877	3798	3715	Eubacterium	Eubacterium limosum 	2633	96.82	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium limosum	1	19	19	1			3855	2061	1316			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Eubacteriaceae	g_Eubacterium	s_Eubacterium limosum	
YB7_bin.7	YB7_bin.7	YB7.M029	YB7	Y7	0.333792736	Y	Low	2.16	Fast	0.598	72047	3694211	4028188.073	21.25168219	7.82842129	2.968721397	Y	N	Bilophila wadsworthia	s	FOUND	99.59366098	Bilophila wadsworthia	3091	2864	2357	Bilophila	Bilophila wadsworthia 3_1_6 	2357	98.12	Unclassified	0	94	0	0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	98.94	3166	1807	1370	69	36	d_Bacteria	p_Proteobacteria	c_Deltaproteobacteria	o_Desulfovibrionales	f_Desulfovibrionaceae	g_Bilophila	s_Bilophila wadsworthia	d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Bilophila;s_Bilophila wadsworthia
F1900186.45	F1900186.45	ES186.M045	F1900186	F1900186	0.282229448	Y	Low	1.45	Medium	0.416	132391	2439692	2650600.263	47.86683335	8.772598273	3.133004204	Y	N	Dorea longicatena	NA	FOUND	1605	Dorea longicatena	2379	2346	2273	Dorea	Dorea longicatena 	1713	97.9	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp. SR1/5	0.002939305	27	3	2			2347	1392	1063			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Dorea	s_Dorea longicatena	
F1900372.29	F1900372.11	HC372.M029	F1900372	F1900372	0.269220725	Y	Low	1.31	Low	0.475	152918	2248337	2294689.733	59.46478782	3.212773871	1.683819441	Y	N	Firmicutes bacterium	NA	UNASSINGED	-	-	2150	2129	2099	Firmicutes	Firmicutes bacterium AM29-6AC 	1251	99.75	Unclassified	0	23	0	0			2133	1123	940			d_Bacteria	p_Firmicutes	c_	o_	f_	g_	s_	
F1900372.17	F1900372.6	HC372.M017	F1900372	F1900372	0.099437768	Y	Low	1.11	Low	0.477	508547	3795263	3840193.261	54.74308419	2.957668848	1.564460532	Y	N	Clostridium scindens	NA	FOUND	1606	Clostridium scindens	3587	3522	3448	Clostridium	Clostridium scindens (strain ATCC 35704 / DSM 5676 / VPI 13733 / 19) 	1700	88.31	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_[Clostridium] scindens	0.517788359	11	8	1			3561	2056	1368			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Lachnoclostridium	s_Clostridium scindens	
F1900372.62	F1900372.21	HC372.M062	F1900372	F1900372	0.079935425	Y	Low	1.7	Fast	0.408	98953	2429592	2588803.41	145.7735284	7.875877478	2.977440668	Y	N	[Ruminococcus] torques	NA	FOUND	1610	[Ruminococcus] torques	2147	2123	2062	Ruminococcus	Ruminococcus sp. AF31-14BH 	480	99.4	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_[Ruminococcus] torques	0.880703838	30	26	1			2133	1360	1088			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Blautia	s_[Ruminococcus] torques	
F1900372.39	F1900372.56	HC372.M039	F1900372	F1900372	0.059224811	Y	Low	1.38	Medium	0.437	107770	2843359	2901949.358	89.38614599	4.8293702	2.271835059	Y	N	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Coprococcus;s_Coprococcus catus	NA	FOUND	1594	Coprococcus catus	2623	2568	2488	Coprococcus	Coprococcus catus 	1497	97.69	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Coprococcus;s_Coprococcus catus	0.954116241	43	39	1			2608	1550	1166			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Coprococcus	s_Coprococcus catus	
F1900372.26	F1900372.99	HC372.M026	F1900372	F1900372	0.04665165	Y	Low	1.4	Medium	0.468	175264	7238182	7095909.024	83.31428836	4.501318822	2.170347752	Y	N	Eisenbergiella tayi	NA	FOUND	1624	unnamed Lachnospiraceae bacterium 3_1_57FAA_CT1	6239	6183	6042	Eisenbergiella	Eisenbergiella tayi 	4313	99.28	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;s_Lachnospiraceae bacterium Choco86	0.001091434	85	5	4			6181	3099	1544			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Eisenbergiella	s_Eisenbergiella tayi	
F1900372.25	F1900372.54	HC372.M025	F1900372	F1900372	0.043114371	Y	Low	1.12	Low	0.584	245497	2461225	2486311.887	108.0324871	5.836797952	2.545177128	Y	N	Evtepia	NA	UNASSINGED	1579	Pseudoflavonifractor capillosus	2380	2323	2274	Evtepia	Evtepia gabavorous 	1958	98.59	Unclassified	0	21	0	0			2333	1270	1030			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_unclassified Clostridiales	g_Evtepia	s_	
F1900372.60	F1900372.87	HC372.M060	F1900372	F1900372	6.693590994	Y	Low	1.39	Medium	0.686	15094	2982357	3083208.758	22.12409829	1.19532462	0.257402471	N	N	Actinomyces sp.	NA	FOUND	880	Actinomyces viscosus	2714	2646	2220	Actinomyces	Actinomyces oris 	1864	97.24	k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Actinomycetales;f_Actinomycetaceae;g_Actinomyces;s_Actinomyces oris	0.54091881	272	264	8			2679	1476	1103			d_Bacteria	p_Actinobacteria	c_Actinobacteria	o_Actinomycetales	f_Actinomycetaceae	g_Actinomyces	s_	
F1900372.35	F1900372.38	HC372.M035	F1900372	F1900372	5.368326777	Y	Low	1.59	Medium	0.497	35480	3205651	3282124.501	104.9474127	5.670117018	2.503378509	N	N	Clostridiales	NA	UNASSINGED	1621	unnamed Ruminococcus sp. SR1/5	2898	2792	2558	uncultured	uncultured Clostridium sp. 	1392	87.77	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp. SR1/5	0.004551026	122	2	1			2844	1655	1146			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_	g_	s_	
YB16_bin.132	YB16_bin.132	YB16.M032	YB16	Y16	4.354089295	Y	Low	1.35	Medium	0.56	23618	2422427	2697880.61	19.43967756	8.805471927	3.138400327	N	N	Ruminococcaceae bacterium 	f	UNASSINGED	83.82746761	Subdoligranulum variabile	2070	1915	1411	Ruminococcaceae	Ruminococcaceae bacterium 	1410	98.55	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium prausnitzii	0.020121143	132	8	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__	N/A	2122	1229	964	100	41	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_unclassified	s_Ruminococcaceae bacterium	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unclassified;s_Ruminococcaceae bacterium
F1900186.38	F1900186.38	ES186.M038	F1900186	F1900186	3.434599543	Y	Low	1.69	Fast	0.448	66151	3152774	3319827.731	44.94730935	8.237534443	3.042212592	N	N	Ruminococcus sp	NA	FOUND	1621	unnamed Ruminococcus sp. SR1/5	2924	2899	2709	uncultured	uncultured Blautia sp. 	1272	98.75	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp. SR1/5	0.872042525	156	106	12			2881	1725	1200			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_Ruminococcus	s_	
YB7_bin.136	YB7_bin.136.permissive_filtered2000	YB7.M030	YB7	Y7	3.122677142	Y	Low	1.43	Medium	0.478	37519	3177694	3292605.948	17.26712355	6.360640838	2.669172125	N	Y	Clostridium sp. OM02-18AC 	o	UNASSINGED	78.78779255	unnamed butyrate-producing bacterium SS3/4	2874	2636	1555	Clostridium	Clostridium sp. OM02-18AC 	1555	98.13	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia obeum	0.002122294	107	3	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	2923	1628	1196	67	27	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_Clostridium sp. OM02-18AC	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. OM02-18AC
F1900313.40	F1900313.40	HC313.M040	F1900313	F1900313	2.927964792	Y	Low	1.26	Low	0.452	17648	3182239	3394750.373	10.46441436	6.266598835	2.64768264	N	N	uncultured Blautia sp.	NA	FOUND	1622	Blautia hydrogenotrophica	3189	3145	2737	uncultured	uncultured Blautia sp. 	1759	99.44	Unclassified	0	274	0	0			3146	1898	1236			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Blautia	s_uncultured Blautia sp.	
F1900372.50	F1900372.45	HC372.M050	F1900372	F1900372	2.412194542	Y	Low	1.44	Medium	0.489	85768	3413012	3550486.851	49.55755452	2.677504151	1.420888812	N	N	uncultured Clostridium sp.	NA	UNASSINGED	1624	unnamed Lachnospiraceae bacterium 3_1_57FAA_CT1	3134	3069	2883	uncultured	uncultured Clostridium sp. 	948	97.14	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium prausnitzii	0.019864858	119	38	16			3114	1583	1120			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_uncultured Clostridium sp.	
F1900186.37	F1900186.37	ES186.M037	F1900186	F1900186	2.055039658	Y	Low	1.43	Medium	0.463	74199	2787581	2974149.391	19.04828628	3.490996826	1.803639045	N	N	Clostridium sp.	NA	UNASSINGED	1598	Clostridium bolteae	2543	2459	2307	Clostridium	Clostridium sp. AM33-3 	209	76.28	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_[Clostridium] saccharolyticum	0.00114759	55	4	4			2492	1521	1147			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_Clostridium sp.	
YB16_bin.137	YB16_bin.137.permissive_filtered2000	YB16.M034	YB16	Y16	1.681816268	Y	Low	1.23	Low	0.442	69782	2524856	2857497.256	17.1814031	7.782555147	2.960243895	N	N	Lachnospiraceae bacterium 	f	UNASSINGED	78.166242	Coprococcus eutactus	2357	2200	1345	Clostridium	Lachnospiraceae bacterium 	720	98.76	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Coprococcus;s_Coprococcus catus	0.000990155	58	6	6	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	2377	1289	1016	63	28	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_unclassified	s_Lachnospiraceae bacterium	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_unclassified;s_Lachnospiraceae bacterium
F1900186.26	F1900186.26	ES186.M026	F1900186	F1900186	1.62216619	Y	Low	1.13	Low	0.469	121780	3085176	3130601.021	23.91699866	4.383290193	2.132014195	N	N	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;s_Lachnospiraceae bacterium GAM79	NA	UNASSINGED	1624	unnamed Lachnospiraceae bacterium 3_1_57FAA_CT1	2812	2756	2666	Clostridium	uncultured Clostridium sp. 	886	98.31	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;s_Lachnospiraceae bacterium GAM79	0.993043833	52	51	2			2775	1479	1130			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_	s_	
YA37_bin.102	YA37_bin.102	YA37.M036	YA37	Y37	1.617133669	Y	Low	1.07	Low	0.268	100698	2472013	2817462.018	17.31354349	7.390794175	2.885729397	N	N	uncultured Clostridium sp. 	f	UNASSINGED	84.58941895	unnamed Clostridium sp. 7_2_43FAA	2223	2084	1549	uncultured	uncultured Clostridium sp. 	1548	82.64	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium septicum	0.031605416	39	3	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	85.35	2275	1366	1113	85	42	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_uncultured Clostridium sp.	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_uncultured Clostridium sp.
YB37_bin121	YB37_bin.sin121	YB37.M027	YB37	Y37	1.518531394	Y	Low	1.24	Low	0.294	165905	2600704	2784777.813	14.9646815	9.754397354	3.286052743	N	N	Clostridium sporogenes	g	UNASSINGED	83.56332975	Clostridium spiroforme	2713	2524	1686	Coprobacillus	uncultured Clostridium sp. 	682	97.86	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sporogenes	0.765072073	14	12	2	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__GCF_000752095.2	95.79	2691	1225	923	91	33	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_Clostridium sporogenes	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sporogenes
YB16_bin.120	YB16_bin.120	YB16.M035	YB16	Y16	1.453080941	Y	Low	1.72	Fast	0.494	52317	2738734	2846916.84	16.79011888	7.605317525	2.927008482	N	N	Clostridium saccharolyticum	g	UNASSINGED	89.3445662	Clostridium saccharolyticum	2472	2324	2083	Clostridium	Clostridium sp. CAG:299 	1915	96.08	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_[Clostridium] saccharolyticum	0.137835584	67	11	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__GCA_000435655.1	98.95	2487	1538	1171	46	25	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Lachnoclostridium	s_Clostridium saccharolyticum	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Clostridium saccharolyticum
F1900372.45	F1900372.100	HC372.M045	F1900372	F1900372	1.447805836	Y	Low	1.65	Medium	0.384	25870	3766547	3754195.696	20.67395939	1.116976264	0.159598529	N	N	uncultured Eubacterium sp.	NA	UNASSINGED	1597	Eubacterium hallii	3598	3472	3183	uncultured	uncultured Eubacterium sp. 	1348	97.38	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_[Eubacterium] hallii	0.523444417	256	140	7			3569	1652	1169			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Eubacteriaceae	g_Eubacterium	s_uncultured Eubacterium sp.	
YA37_bin.16	YA37_bin.16	YA37.M038	YA37	Y37	1.383540182	Y	Low	1.25	Low	0.417	77277	2225378	2484901.067	16.65507511	7.109707621	2.829790232	N	N	[Ruminococcus] torques	s	FOUND	99.77070626	[Ruminococcus] torques	1972	1883	1433	uncultured	uncultured Ruminococcus sp. 	1412	99.07	Unclassified	0	42	0	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B torques	99.53	1976	1173	939	80	42	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Blautia	s_[Ruminococcus] torques	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_[Ruminococcus] torques
YB16_bin.125	YB16_bin.125.permissive_filtered2000	YB16.M036	YB16	Y16	1.287287272	Y	Low	1.21	Low	0.617	61820	1751093	2038525.029	16.03663303	7.264015643	2.860767309	N	N	Firmicutes bacterium CAG:103 	p	UNASSINGED	-	-	1632	1534	807	Firmicutes	Firmicutes bacterium CAG:103 	785	88.31	Unclassified	0	43	0	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__	90.88	1656	932	802	35	21	d_Bacteria	p_Firmicutes	c_unclassified	o_unclassified	f_unclassified	g_unclassified	s_Firmicutes bacterium CAG:103	d_Bacteria;p_Firmicutes;c_unclassified;o_unclassified;f_unclassified;g_unclassified;s_Firmicutes bacterium CAG:103
